"Timestamp","BackendPid","CPUSeconds","WorkingSetMB","PrivateMemoryMB","ThreadCount"
"2026-09-03T19:00:36.1450216+07:00","3412","0.5","55.61","65.73","16"
"2026-09-03T19:00:37.1966370+07:00","3412","0.5","55.61","65.73","16"
"2026-09-03T19:00:38.1986268+07:00","3412","0.5","55.61","65.73","16"
"2026-09-03T19:00:39.2086329+07:00","3412","0.5","55.61","65.73","16"
"2026-09-03T19:00:40.2254098+07:00","3412","0.5","55.61","65.73","16"
"2026-09-03T19:00:41.2402869+07:00","3412","0.531","57.49","66.74","16"
"2026-09-03T19:00:42.2520105+07:00","3412","0.641","61.13","67.84","16"
"2026-09-03T19:00:43.2614407+07:00","3412","0.688","61.27","68.17","16"
"2026-09-03T19:00:44.2678624+07:00","3412","0.703","61.36","68.24","16"
"2026-09-03T19:00:45.2863388+07:00","3412","0.719","61.36","68.24","16"
"2026-09-03T19:00:46.3075553+07:00","3412","0.766","61.48","68.38","16"
"2026-09-03T19:00:47.3221309+07:00","3412","0.766","61.55","68.74","16"
"2026-09-03T19:00:48.3347196+07:00","3412","0.781","61.67","68.89","16"
"2026-09-03T19:00:49.3543919+07:00","3412","0.844","57.2","61.73","16"
"2026-09-03T19:00:50.3694622+07:00","3412","0.844","56.6","61.48","16"
"2026-09-03T19:00:51.3853796+07:00","3412","0.859","56.85","61.48","16"
"2026-09-03T19:00:52.3920241+07:00","3412","0.922","57.19","61.48","16"
"2026-09-03T19:00:53.4095285+07:00","3412","0.922","57.19","61.48","16"
"2026-09-03T19:00:54.4248468+07:00","3412","0.922","57.19","61.48","16"
