"Timestamp","BackendPid","CPUSeconds","WorkingSetMB","PrivateMemoryMB","ThreadCount"
"2026-09-03T19:19:43.0329589+07:00","6112","0.422","56.49","66.35","16"
"2026-09-03T19:19:44.0848703+07:00","6112","0.422","56.49","66.35","16"
"2026-09-03T19:19:45.0982076+07:00","6112","0.422","56.49","66.35","16"
"2026-09-03T19:19:46.1133296+07:00","6112","0.422","56.49","66.35","16"
"2026-09-03T19:19:47.1348209+07:00","6112","0.438","57.15","66.51","16"
"2026-09-03T19:19:48.1480216+07:00","6112","0.438","57.28","66.76","16"
"2026-09-03T19:19:49.1627262+07:00","6112","0.469","62.93","70.19","16"
"2026-09-03T19:19:50.1865276+07:00","6112","0.484","62.94","70.19","16"
"2026-09-03T19:19:51.2043610+07:00","6112","0.5","62.96","70.19","16"
"2026-09-03T19:19:52.2194415+07:00","6112","0.516","62.96","70.19","16"
"2026-09-03T19:19:53.2432830+07:00","6112","0.547","62.72","69.45","16"
"2026-09-03T19:19:54.2609601+07:00","6112","0.547","62.72","69.45","16"
"2026-09-03T19:19:55.2766249+07:00","6112","0.547","62.72","69.45","16"
