"Timestamp","BackendPid","CPUSeconds","WorkingSetMB","PrivateMemoryMB","ThreadCount"
"2026-09-03T20:12:49.3151875+07:00","30872","0.344","54.45","65.58","16"
"2026-09-03T20:12:50.3641780+07:00","30872","0.344","54.45","65.58","16"
"2026-09-03T20:12:51.3777513+07:00","30872","0.359","55.34","66.05","16"
"2026-09-03T20:12:52.4015674+07:00","30872","0.469","60.08","68.41","16"
"2026-09-03T20:12:53.4156959+07:00","30872","0.547","61.5","68.85","16"
"2026-09-03T20:12:54.4232587+07:00","30872","0.797","61.99","69.41","16"
"2026-09-03T20:12:55.4318697+07:00","30872","1.031","64.11","70.18","16"
"2026-09-03T20:12:56.4431974+07:00","30872","1.297","66.37","74.25","16"
"2026-09-03T20:12:57.4557686+07:00","30872","1.688","67.25","81.89","16"
"2026-09-03T20:12:58.4655829+07:00","30872","2.125","73.29","83.01","16"
"2026-09-03T20:12:59.4851295+07:00","30872","2.547","74.86","84.07","16"
"2026-09-03T20:13:00.4969637+07:00","30872","3.016","75.01","100.27","16"
"2026-09-03T20:13:01.5182476+07:00","30872","3.625","86.08","101.62","16"
"2026-09-03T20:13:02.5259868+07:00","30872","4.297","88.18","101.01","16"
"2026-09-03T20:13:03.5501748+07:00","30872","5.094","91.5","104.53","16"
"2026-09-03T20:13:04.5698074+07:00","30872","5.953","94.02","139.56","16"
"2026-09-03T20:13:05.6129842+07:00","30872","6.781","107.4","140.75","16"
"2026-09-03T20:13:06.6370001+07:00","30872","7.297","120.33","141.21","16"
"2026-09-03T20:13:07.6511364+07:00","30872","8.141","121.4","141.8","16"
"2026-09-03T20:13:08.6746238+07:00","30872","9.25","123.32","144.08","16"
"2026-09-03T20:13:09.6930244+07:00","30872","10.25","130.93","216.03","16"
"2026-09-03T20:13:10.7147419+07:00","30872","11.188","137.49","217.8","16"
"2026-09-03T20:13:11.7292191+07:00","30872","12.188","157.3","216.96","16"
"2026-09-03T20:13:12.7402628+07:00","30872","13.156","182.89","217.32","16"
"2026-09-03T20:13:13.7539742+07:00","30872","14.141","184.21","218.65","16"
"2026-09-03T20:13:14.7646191+07:00","30872","15.188","183.93","218.55","16"
