"Timestamp","BackendPid","CPUSeconds","WorkingSetMB","PrivateMemoryMB","ThreadCount"
"2026-09-03T19:12:14.4531273+07:00","12536","0.625","51.45","58.73","16"
"2026-09-03T19:12:15.5063840+07:00","12536","0.625","51.45","58.73","16"
"2026-09-03T19:12:16.5325225+07:00","12536","0.625","51.45","58.73","16"
"2026-09-03T19:12:17.5511952+07:00","12536","0.625","51.45","58.73","16"
"2026-09-03T19:12:18.5622193+07:00","12536","0.625","51.45","58.73","16"
"2026-09-03T19:12:19.5745539+07:00","12536","0.672","52.98","59.32","16"
"2026-09-03T19:12:20.5945409+07:00","12536","0.766","58.42","62.71","16"
"2026-09-03T19:12:21.6242066+07:00","12536","0.969","59.27","63.47","16"
"2026-09-03T19:12:22.6522092+07:00","12536","1.312","61.63","66.68","16"
"2026-09-03T19:12:23.6772712+07:00","12536","1.719","62.92","71.92","16"
"2026-09-03T19:12:24.6896048+07:00","12536","2.297","67.55","73.7","16"
"2026-09-03T19:12:25.7154918+07:00","12536","2.828","68.72","82.87","16"
"2026-09-03T19:12:26.7489438+07:00","12536","3.5","75.2","82.57","16"
"2026-09-03T19:12:27.7884647+07:00","12536","4.391","75.59","83.84","16"
"2026-09-03T19:12:28.8034290+07:00","12536","5.234","76.38","83.91","16"
"2026-09-03T19:12:29.8308358+07:00","12536","6.047","79.93","100.31","16"
"2026-09-03T19:12:30.8535252+07:00","12536","6.766","89.8","101.2","13"
"2026-09-03T19:12:31.8784216+07:00","12536","7.562","92.46","103.78","13"
"2026-09-03T19:12:32.8977300+07:00","12536","8.516","97.11","141.27","13"
"2026-09-03T19:12:33.9145887+07:00","12536","9.438","106.45","141.24","13"
"2026-09-03T19:12:34.9400461+07:00","12536","10.406","121.87","141.94","13"
"2026-09-03T19:12:35.9524849+07:00","12536","11.359","123.01","141.53","13"
"2026-09-03T19:12:36.9694787+07:00","12536","12.516","124.46","142.86","13"
"2026-09-03T19:12:37.9794035+07:00","12536","13.609","125.26","143.89","13"
"2026-09-03T19:12:39.0023135+07:00","12536","14.625","125.89","144.39","13"
"2026-09-03T19:12:40.0186789+07:00","12536","15.641","128.38","209.98","13"
"2026-09-03T19:12:41.0435457+07:00","12536","16.734","144.88","211.06","13"
"2026-09-03T19:12:42.0637550+07:00","12536","17.672","155.34","211.93","13"
"2026-09-03T19:12:43.0787453+07:00","12536","18.578","170.27","212.18","13"
"2026-09-03T19:12:44.0994200+07:00","12536","19.594","178.72","211.02","13"
"2026-09-03T19:12:45.1122612+07:00","12536","20.359","179.99","212.7","13"
"2026-09-03T19:12:46.1206388+07:00","12536","21.312","180.21","212.22","13"
"2026-09-03T19:12:47.1333415+07:00","12536","22.281","180.49","212.82","13"
"2026-09-03T19:12:48.1452279+07:00","12536","23.297","180.06","211.91","13"
"2026-09-03T19:12:49.1623786+07:00","12536","24.25","181.11","212.79","13"
"2026-09-03T19:12:50.1755857+07:00","12536","25.297","180.83","211.53","13"
"2026-09-03T19:12:51.1969248+07:00","12536","26.453","181.91","212.89","13"
"2026-09-03T19:12:52.2091027+07:00","12536","27.438","180.48","211.19","13"
"2026-09-03T19:12:53.2168677+07:00","12536","28.547","182.39","213.92","13"
"2026-09-03T19:12:54.2302511+07:00","12536","29.516","181.88","212.18","13"
"2026-09-03T19:12:55.2403404+07:00","12536","30.422","183.04","213.46","13"
"2026-09-03T19:12:56.2604453+07:00","12536","31.219","183","213.17","13"
"2026-09-03T19:12:57.2791394+07:00","12536","32.125","184.2","214.76","13"
"2026-09-03T19:12:58.2910736+07:00","12536","33.047","182.7","212.46","13"
"2026-09-03T19:12:59.3141918+07:00","12536","34.062","183.75","214.2","13"
"2026-09-03T19:13:00.3318510+07:00","12536","35.062","183.48","213.99","13"
"2026-09-03T19:13:01.3434511+07:00","12536","35.953","184.48","215.18","13"
"2026-09-03T19:13:02.3676127+07:00","12536","36.906","183.59","212.97","13"
"2026-09-03T19:13:03.3833340+07:00","12536","37.797","184.67","214.59","13"
"2026-09-03T19:13:04.3921010+07:00","12536","38.75","184.07","213.29","13"
"2026-09-03T19:13:05.4038809+07:00","12536","39.734","184.78","213.92","13"
"2026-09-03T19:13:06.4167490+07:00","12536","40.469","184.22","213.5","13"
"2026-09-03T19:13:07.4311506+07:00","12536","41.328","185","215.04","13"
