"Timestamp","BackendPid","CPUSeconds","WorkingSetMB","PrivateMemoryMB","ThreadCount"
"2026-09-03T20:08:04.8242075+07:00","23504","0.344","54.5","65.67","16"
"2026-09-03T20:08:05.8815769+07:00","23504","0.344","54.5","65.67","16"
"2026-09-03T20:08:06.8938195+07:00","23504","0.344","54.5","65.67","16"
"2026-09-03T20:08:07.9087575+07:00","23504","0.375","55.32","65.92","16"
"2026-09-03T20:08:08.9304232+07:00","23504","0.438","60.18","68.93","16"
"2026-09-03T20:08:09.9510742+07:00","23504","0.438","60.27","68.99","16"
"2026-09-03T20:08:10.9739302+07:00","23504","0.484","60.4","69","16"
"2026-09-03T20:08:12.0256473+07:00","23504","0.531","60.33","68.45","16"
"2026-09-03T20:08:13.0385134+07:00","23504","0.578","60.72","69","16"
"2026-09-03T20:08:14.0486224+07:00","23504","0.656","60.77","69","16"
"2026-09-03T20:08:15.0666945+07:00","23504","0.781","60.85","69","16"
"2026-09-03T20:08:16.0779489+07:00","23504","0.828","60.71","68.45","16"
"2026-09-03T20:08:17.0921394+07:00","23504","0.875","55.66","61.53","16"
"2026-09-03T20:08:18.1155451+07:00","23504","0.938","56.6","61.97","16"
"2026-09-03T20:08:19.1284251+07:00","23504","1.031","57.21","62.56","16"
"2026-09-03T20:08:20.1481407+07:00","23504","1.109","57.38","64.62","16"
"2026-09-03T20:08:21.1599319+07:00","23504","1.312","59.08","64.88","16"
"2026-09-03T20:08:22.1711659+07:00","23504","1.422","59.93","65.14","16"
"2026-09-03T20:08:23.1845513+07:00","23504","1.562","60","66.03","16"
"2026-09-03T20:08:24.1987946+07:00","23504","1.625","60.72","70.79","16"
"2026-09-03T20:08:25.2281032+07:00","23504","1.844","62.47","71.95","16"
"2026-09-03T20:08:26.2389842+07:00","23504","1.969","63.98","72.47","16"
"2026-09-03T20:08:27.2527142+07:00","23504","2.094","65.63","73.66","16"
"2026-09-03T20:08:28.2762061+07:00","23504","2.328","65.8","73.53","16"
"2026-09-03T20:08:29.2889093+07:00","23504","2.438","66.21","73.85","16"
"2026-09-03T20:08:30.2999609+07:00","23504","2.641","66.05","73.3","16"
"2026-09-03T20:08:31.3171009+07:00","23504","2.812","66.53","74.04","16"
"2026-09-03T20:08:32.3359027+07:00","23504","3","67.66","83.26","16"
"2026-09-03T20:08:33.3508707+07:00","23504","3.234","70.61","82.8","13"
"2026-09-03T20:08:34.3695935+07:00","23504","3.422","72.15","82.43","13"
"2026-09-03T20:08:35.3914911+07:00","23504","3.578","73.82","82.8","13"
"2026-09-03T20:08:36.4195583+07:00","23504","3.844","73.95","82.8","13"
"2026-09-03T20:08:37.4302413+07:00","23504","4","73.95","82.8","13"
"2026-09-03T20:08:38.4464416+07:00","23504","4.219","73.81","82.47","13"
"2026-09-03T20:08:39.4586708+07:00","23504","4.422","74.07","82.75","13"
"2026-09-03T20:08:40.4804420+07:00","23504","4.656","74.53","83.75","13"
"2026-09-03T20:08:41.4893198+07:00","23504","4.891","74.68","83.78","13"
"2026-09-03T20:08:42.5217414+07:00","23504","5.219","74.87","100.52","13"
"2026-09-03T20:08:43.5490843+07:00","23504","5.406","75.02","99.89","13"
"2026-09-03T20:08:44.5584555+07:00","23504","5.594","79.86","101.02","13"
"2026-09-03T20:08:45.5683073+07:00","23504","5.766","81.27","100.28","13"
"2026-09-03T20:08:46.5907742+07:00","23504","5.938","82.34","100.51","13"
"2026-09-03T20:08:47.6016817+07:00","23504","6.125","86.64","100.52","13"
"2026-09-03T20:08:48.6149350+07:00","23504","6.328","88.33","101.01","13"
"2026-09-03T20:08:49.6354004+07:00","23504","6.531","88.31","100.41","13"
"2026-09-03T20:08:50.6416923+07:00","23504","6.641","88.43","100.59","13"
"2026-09-03T20:08:51.6651479+07:00","23504","6.797","88.41","100.65","13"
"2026-09-03T20:08:52.6737480+07:00","23504","6.922","88.72","101.03","13"
"2026-09-03T20:08:53.6837878+07:00","23504","7.047","88.89","100.97","13"
"2026-09-03T20:08:54.7063071+07:00","23504","7.281","88.98","101.09","13"
"2026-09-03T20:08:55.7280281+07:00","23504","7.516","89.25","101.21","13"
"2026-09-03T20:08:56.7369625+07:00","23504","7.641","90.3","102.12","13"
"2026-09-03T20:08:57.7607864+07:00","23504","7.859","90.41","102.25","13"
"2026-09-03T20:08:58.7786695+07:00","23504","7.984","90.8","103.16","13"
"2026-09-03T20:08:59.7916551+07:00","23504","8.109","90.91","103.16","13"
"2026-09-03T20:09:00.8014574+07:00","23504","8.281","92.26","104.85","13"
"2026-09-03T20:09:01.8136024+07:00","23504","8.469","92.51","105.04","13"
"2026-09-03T20:09:02.8376845+07:00","23504","8.656","92.42","105.07","13"
"2026-09-03T20:09:03.8587568+07:00","23504","8.906","93.09","136.43","13"
"2026-09-03T20:09:04.8806791+07:00","23504","9.078","93.13","136.44","13"
"2026-09-03T20:09:05.9043095+07:00","23504","9.297","93.52","136.62","13"
"2026-09-03T20:09:06.9233281+07:00","23504","9.516","95.45","136.73","13"
"2026-09-03T20:09:07.9323384+07:00","23504","9.672","99.06","136.8","13"
"2026-09-03T20:09:08.9514900+07:00","23504","9.797","102.36","137.19","13"
"2026-09-03T20:09:09.9747967+07:00","23504","9.922","106.26","137.9","13"
